name,dft_gibbs_free_energy_ev,dft_electronic_energy_ev,dft_entropy_ev,dft_enthalpy_ev,dft_dipole_moment_d,dft_homo_ev,dft_lumo_ev,dft_gap_ev,hf_gibbs_free_energy_ev,hf_electronic_energy_ev,hf_entropy_ev,hf_enthalpy_ev,hf_dipole_moment_d,hf_homo_ev,hf_lumo_ev,hf_gap_ev,mass_au
dimer_006836,-22967.1976089908,-22974.3071445303,1.758289373374,-22965.4393198895,7.15329,-6.916,0.1512,7.0672,-22685.1077606323,-22693.3929070206,1.758326380878,-22683.3494339793,8.28923,-10.4367,9.6057,20.0424,236.26
dimer_006837,-17099.2937571771,-17110.1488153936,1.891214613348,-17097.4025425638,0.2184,-7.5802,0.6642,8.2444,-16871.3744512493,-16884.3915991441,1.814187575482,-16869.5602636738,0.03866,-10.9713,13.1167,24.088,224.43
dimer_006838,-19055.679126576,-19065.3060507714,1.830028419878,-19053.8490981561,2.59773,-6.6409,0.5163,7.1572,-18809.3837777349,-18820.7708971902,1.834799666754,-18807.548977796,3.44541,-10.1757,12.8416,23.0173,228.38
dimer_006839,-19055.3066000609,-19064.8369297729,1.903060824224,-19053.4035395088,3.70485,-6.3919,0.5753,6.9672,-18809.5134689,-18820.9378413061,1.754866451368,-18807.7586024486,1.19295,-10.0736,10.9679,21.0415,228.38
dimer_006840,-19055.0872514146,-19064.6249469804,1.900635744256,-19053.1866159424,3.57397,-6.6607,0.5695,7.2302,-18809.3722947962,-18820.7693295414,1.81502078855,-18807.5572740077,3.24532,-10.1384,10.8121,20.9505,228.38
dimer_006841,-21011.3497324983,-21019.6780750793,1.815717944618,-21009.5340145537,5.57865,-6.5113,0.1106,6.6219,-20747.2835633692,-20757.0794423309,1.806406203538,-20745.4771571656,3.53089,-10.2755,10.7366,21.0121,232.32
dimer_006842,-19054.7207097748,-19064.2927072152,1.858206368806,-19052.862503406,2.14298,-6.6763,0.681,7.3573,-18809.3008158907,-18820.6773743295,1.823319449208,-18807.4774967136,2.22467,-9.9209,12.4153,22.3362,228.38
dimer_006843,-21010.9517516234,-21019.2145215333,1.857321998306,-21009.094429353,2.746,-6.6975,0.6798,7.3773,-20747.2095157075,-20757.0493674753,1.729338348572,-20745.4801773589,2.41436,-10.1856,12.1583,22.3439,232.32
dimer_006844,-21010.6193703589,-21018.8640234629,1.865477527,-21008.7538928319,2.94747,-6.8125,0.6036,7.4161,-20747.3024635913,-20757.0183826704,1.850103358114,-20745.4523602332,2.61916,-10.3344,10.5383,20.8727,232.32
dimer_006845,-18991.3039151242,-18999.7801100308,1.706509072428,-18989.5974060518,1.46378,-6.5675,0.3895,6.957,-18748.0737925313,-18758.1275887614,1.664456846982,-18746.4093356843,1.93856,-9.7001,6.7662,16.4663,224.34
dimer_006846,-17035.6158011149,-17045.4128101661,1.723952940398,-17033.8918479024,0.34329,-6.4985,0.3752,6.8737,-16810.0996190928,-16821.7959702583,1.68256113563,-16808.4170579572,0.48771,-9.5505,6.9704,16.5209,220.40
dimer_006847,-19866.0982916193,-19873.970042963,1.70780243027,-19864.390489189,3.64342,-6.6844,0.4413,7.1257,-19613.8000344674,-19623.1270865859,1.642411803386,-19612.157622664,2.73914,-9.6972,6.8504,16.5476,226.32
dimer_006848,-19865.7478444342,-19873.6456795375,1.698535043772,-19864.0493093904,0.55884,-6.5899,0.3265,6.9164,-19613.5634895768,-19622.8452973005,1.706167569358,-19611.8573220075,2.32793,-9.8221,6.4898,16.3119,226.32
dimer_006849,-18991.9268877456,-19000.4646239544,1.677594510902,-18990.2492932347,1.06895,-6.5868,0.2715,6.8583,-18748.0759060408,-18758.1924716236,1.647198832874,-18746.4287072079,1.30316,-9.6002,6.8302,16.4304,224.34
dimer_006851,-17035.578433332,-17045.3687864747,1.734504160748,-17033.8439291713,0.42947,-6.5416,0.3805,6.9221,-16810.0368679718,-16821.7292577016,1.687650755886,-16808.3492172159,0.34016,-9.4955,7.0218,16.5173,220.40
dimer_006852,-19865.9249909203,-19873.8446531039,1.674005327242,-19864.2509855931,2.76583,-6.7512,0.4058,7.157,-19613.6246431166,-19622.9563595411,1.647491355424,-19611.9771517612,1.10207,-9.7696,6.6678,16.4374,226.32
dimer_006853,-18990.9298054499,-18999.4058697418,1.723486809116,-18989.2063183687,1.84149,-6.8017,0.1259,6.9276,-18747.7880388171,-18757.8736595958,1.654115426526,-18746.1339233906,3.16025,-9.6278,6.5875,16.2153,224.34
dimer_006854,-18991.2551675338,-18999.7556668465,1.696549700028,-18989.5586178337,2.51349,-6.6287,0.2058,6.8345,-18748.0343346408,-18758.0630759743,1.69440625805,-18746.3399283827,3.01178,-9.5509,6.6399,16.1908,224.34
dimer_006855,-18991.8469692244,-19000.3577634261,1.70579831066,-18990.1411706416,2.09154,-6.8301,-0.17,6.6601,-18747.9368321128,-18757.993607447,1.704126442244,-18746.2327056706,3.04625,-9.615,6.5365,16.1515,224.34
dimer_006856,-20947.1799080678,-20954.3885850778,1.695988056732,-20945.4839200111,4.33277,-6.596,-0.2415,6.3545,-20685.6781154239,-20694.154371284,1.65545722066,-20684.0226582032,3.91756,-9.9098,6.0431,15.9529,228.29
dimer_006857,-17100.905834256,-17111.9879950073,1.765318077994,-17099.1405164501,0.32761,-7.823,0.6093,8.4323,-16873.5154463782,-16886.769445564,1.717885886654,-16871.7975604916,0.1603,-11.1892,14.5911,25.7803,224.43
dimer_006858,-19056.653982328,-19066.44557495,1.725694197884,-19054.9282881301,0.46099,-6.5908,0.8222,7.413,-18811.5310576087,-18823.1586896489,1.683639251298,-18809.8474183574,1.75332,-9.8725,12.6946,22.5671,228.38
dimer_006859,-19056.363786897,-19066.1423441699,1.750891954284,-19054.6128949427,0.61396,-6.7806,0.5541,7.3347,-18811.3405745434,-18822.9483542345,1.72140813027,-18809.6191664131,1.57811,-10.1378,12.8456,22.9834,228.38
dimer_006860,-19056.3902244048,-19066.1998636272,1.729560121482,-19054.6606640112,1.92622,-6.5676,0.7026,7.2702,-18811.3042486849,-18822.9537725685,1.684385932114,-18809.6198627528,2.3476,-9.8236,12.7451,22.5687,228.38
dimer_006861,-21012.4080891525,-21020.9121634989,1.709227491288,-21010.6988616612,3.23935,-7.0037,0.7449,7.7486,-20749.6201540413,-20759.6376766589,1.672419174736,-20747.9477348666,4.81386,-10.1089,11.929,22.0379,232.32
dimer_006862,-21012.0251414876,-21020.5336787757,1.695550225306,-21010.3295915344,0.3321,-6.5011,0.8038,7.3049,-20749.206525795,-20759.1965284353,1.680487354836,-20747.5260384402,0.44976,-9.5709,11.6145,21.1854,232.32
dimer_006863,-21012.110304734,-21020.5826018797,1.744281760996,-21010.3660227009,3.38643,-7.1776,0.4323,7.6099,-20749.4414227632,-20759.4093506995,1.734005920014,-20747.7074168432,4.35515,-10.5849,12.3251,22.91,232.32
dimer_006864,-21012.458412555,-21020.9242137953,1.724305600142,-21010.7341069549,3.18759,-6.9665,0.7954,7.7619,-20749.8282241066,-20759.8065016268,1.688755266612,-20748.13946884,2.85324,-10.2151,12.1623,22.3774,232.32
dimer_006865,-19057.2600128597,-19067.0424414985,1.753869153558,-19055.5061437062,3.13915,-7.0448,0.3259,7.3707,-18811.5574940281,-18823.2247657309,1.682778554716,-18809.8747152012,3.57484,-10.313,13.1049,23.4179,228.38
dimer_006866,-21012.7033010051,-21021.2251370487,1.712411225088,-21010.99088978,4.3996,-6.654,0.4432,7.0972,-20749.3121016732,-20759.3414949919,1.684781313756,-20747.6273200873,4.79528,-9.8237,12.045,21.8687,232.32
dimer_006867,-21012.8221361822,-21021.3821264181,1.678073431542,-21011.1440624785,3.40854,-6.5255,0.4241,6.9496,-20749.4764764887,-20759.553686768,1.651282447672,-20747.8251940411,3.89236,-9.788,12.0891,21.8771,232.32
dimer_006868,-22968.4614585185,-22975.70590056,1.679856866698,-22966.7816013797,3.67255,-6.8394,0.6288,7.4682,-22687.4021932267,-22695.8248565066,1.667342615952,-22685.7348506107,4.43486,-10.0185,11.7991,21.8176,236.26
dimer_006888,-21011.0897830826,-21019.4044532957,1.841686055752,-21009.2480970268,4.65799,-6.8359,0.2114,7.0473,-20745.88307098,-20755.6608731366,1.804789846378,-20744.0782811336,5.00193,-9.9096,9.8932,19.8028,232.32
dimer_006889,-22967.1517596866,-22974.2014396701,1.798617212402,-22965.3531424742,2.44615,-6.4657,0.3911,6.8568,-22683.9981445035,-22692.2471266691,1.751912653898,-22682.2462321217,2.54202,-9.5665,10.2464,19.8129,236.26
dimer_006890,-19055.0179820747,-19064.5326010128,1.93133863899,-19053.0866434357,3.6603,-6.9936,0.4443,7.4379,-18808.0531601392,-18819.3345151413,1.890958826188,-18806.1622010409,3.96421,-10.3973,10.4543,20.8516,228.38
dimer_006891,-21010.9382155846,-21019.1382844423,1.926684673248,-21009.0115309113,2.71441,-6.8534,0.3603,7.2137,-20746.0051394156,-20755.7503259882,1.833946045136,-20744.1711936426,3.41325,-9.5244,9.9526,19.477,232.32
dimer_006892,-17099.1758341262,-17109.973985686,1.94212387738,-17097.2337105209,0.11472,-6.8958,0.5956,7.4914,-16870.4461098481,-16883.3152492238,1.893713164096,-16868.552396684,0.13787,-10.1752,11.1273,21.3025,224.43
dimer_006893,-19055.1930898827,-19064.6472309401,1.959122566846,-19053.2339673159,2.89045,-6.6786,0.4971,7.1757,-18808.2660934259,-18819.5355586789,1.884277611146,-18806.3818158148,2.16964,-9.6751,10.9732,20.6483,228.38
dimer_006894,-19055.2492177491,-19064.7873190369,1.893559963914,-19053.355657513,2.53755,-6.4365,0.1842,6.6207,-18808.3774373046,-18819.6986093877,1.850791806534,-18806.526645498,3.42053,-9.4631,10.5881,20.0512,228.38
dimer_006895,-21011.2005887197,-21019.4415228417,1.884525234886,-21009.3160634848,4.84171,-6.216,-0.0134,6.2026,-20746.1784050119,-20755.9362846141,1.814274651962,-20744.3641303599,5.33365,-9.0503,10.0845,19.1348,232.32
dimer_006896,-17972.1516343912,-17982.2228750335,1.989875530556,-17970.1617588606,2.48164,-5.727,0.7038,6.4308,-17734.2137086822,-17746.2343410947,1.915141869482,-17732.2985670848,2.43056,-8.7202,10.7409,19.4611,226.41
dimer_006897,-17972.3325785003,-17982.4270584945,1.960700011704,-17970.3718784886,2.34472,-5.6952,0.6573,6.3525,-17734.332395285,-17746.3822916534,1.88250642112,-17732.4498885918,2.34387,-8.7049,10.7373,19.4422,226.41
dimer_006898,-19928.1466265966,-19937.0076315163,1.928443890258,-19926.2181829785,3.95129,-5.7035,0.452,6.1555,-19672.1176927634,-19682.716233738,1.790492704704,-19670.3272000587,2.21102,-9.5094,10.0483,19.5577,230.35
dimer_006899,-19054.4825781875,-19063.9483450434,1.937694949916,-19052.5448835097,2.17347,-6.3995,0.6191,7.0186,-18808.2219388477,-18819.460615218,1.887453181526,-18806.3344856662,2.89746,-9.5567,10.7504,20.3071,228.38
dimer_006900,-21010.6121669571,-21018.8256706273,1.894253310386,-21008.7179136467,2.23753,-6.4314,0.6199,7.0513,-20746.2119490489,-20755.8908516443,1.859320403522,-20744.3526286454,2.20846,-9.5855,10.3864,19.9719,232.32
dimer_006901,-21010.3931121939,-21018.6273876862,1.877678846646,-21008.5154333472,4.47388,-6.2123,0.4784,6.6907,-20746.0068431214,-20755.67574716,1.866511015972,-20744.1403321054,3.51883,-9.5155,10.4593,19.9748,232.32
dimer_006902,-22966.2467904289,-22973.1664937997,1.879937120732,-22964.3668533082,0.64602,-6.1195,0.4538,6.5733,-22683.7445535756,-22691.8357776497,1.84982552972,-22681.8947280458,0.65234,-9.237,10.198,19.435,236.26
dimer_006904,-18923.5724830664,-18930.5369878304,1.861739496982,-18921.7107435695,2.81083,-6.2084,0.522,6.7304,-18681.8076415735,-18690.0650834912,1.818241529854,-18679.9894000436,1.08113,-9.691,7.8287,17.5197,220.31
dimer_006907,-16966.8463390468,-16975.0928321856,1.865598889844,-16964.9807398848,1.73783,-7.0593,0.6088,7.6681,-16743.1613503646,-16753.0441727426,1.796741258486,-16741.3646091061,1.63587,-10.4079,8.6425,19.0504,216.37
dimer_006908,-17843.8748773342,-17851.5695551184,1.839762754,-17842.0351145802,4.51023,-7.4692,0.1864,7.6556,-17611.3533296378,-17620.5236857256,1.783151885326,-17609.5701777524,2.34168,-10.9858,7.7243,18.7101,218.34
dimer_006909,-17839.6817418214,-17847.3111476204,1.821544993814,-17837.8601968275,2.23028,-6.1672,0.4851,6.6523,-17606.8898600226,-17615.988197875,1.762045362916,-17605.1278146597,2.49263,-9.3272,8.0267,17.3539,218.34
dimer_006910,-18716.7631766214,-18723.8266748259,1.802948178826,-18714.9602284425,3.15854,-6.6085,0.1513,6.7598,-18474.8876916712,-18483.2575993936,1.764559152048,-18473.1231325191,5.71892,-9.8481,7.3042,17.1523,220.32
dimer_006911,-17840.4836566092,-17848.0984063481,1.870594086542,-17838.6130622505,4.29021,-6.4971,0.3424,6.8395,-17607.1185683021,-17616.2144212095,1.799248244768,-17605.3193200574,4.28451,-9.5177,8.5378,18.0555,218.34
dimer_006912,-18717.4308611105,-18724.4945103382,1.84394922789,-18715.5869118826,10.4392,-6.7294,0.0258,6.7552,-18475.2942890359,-18483.6617714062,1.804982230976,-18473.4893070771,9.60851,-9.906,7.4591,17.3651,220.32
dimer_011146,-19461.1228768003,-19465.2122402787,1.629901090122,-19459.4929757102,8.66587,-6.0929,-1.921,4.1719,-19214.9019682814,-19219.7835345269,1.558761238646,-19213.3432070428,7.61016,-8.5369,3.9201,12.457,214.23
dimer_006917,-18990.6162835904,-18998.8491454505,1.881835387996,-18988.7344482024,3.60991,-6.7082,-0.975,5.7332,-18745.8037919646,-18755.6114363193,1.817734309358,-18743.9860579274,0.90585,-10.3418,5.4222,15.764,224.34
dimer_006918,-19865.9546442714,-19873.6826443196,1.810465055962,-19864.1441794875,6.78866,-6.2807,-0.2904,5.9903,-19611.7164298138,-19620.8250516706,1.775661131134,-19609.9407686827,6.83214,-9.0385,5.9375,14.976,226.32
dimer_006919,-20947.5588551127,-20954.5649661073,1.808907475426,-20945.7499476373,3.52223,-7.1095,-0.6201,6.4894,-20684.873835149,-20693.1052172532,1.804274190348,-20683.0695609587,7.8445,-10.2984,5.1715,15.4699,228.29
dimer_006920,-19863.6203717384,-19871.2019175829,1.858393583238,-19861.7619781552,5.38378,-6.4803,-1.0889,5.3914,-19609.5774034297,-19618.5438054486,1.835274505684,-19607.742128924,4.97859,-9.4927,5.511,15.0037,226.32
dimer_006921,-19864.1877424899,-19871.7924520386,1.87918390918,-19862.3085583086,7.28114,-6.4454,-1.0803,5.3651,-19609.721058941,-19618.734293412,1.83256669927,-19607.8884922417,6.94996,-9.7395,5.3873,15.1268,226.32
dimer_006923,-20946.6659595532,-20953.6044401505,1.852648984584,-20944.8133105686,4.59238,-6.7803,-1.0531,5.7272,-20683.6299340265,-20691.8468372169,1.80206408044,-20681.8278699461,4.75858,-10.239,5.3399,15.5789,228.29
dimer_006927,-19054.9754623574,-19064.4930272017,1.929643640884,-19053.0458187165,2.50289,-7.1497,0.7137,7.8634,-18807.8799125025,-18819.1721716568,1.877984430668,-18806.0019280718,2.75949,-10.3556,10.7975,21.1531,228.38
dimer_006928,-19928.5528547027,-19937.582445402,1.78270997219,-19926.7701447305,0.76076,-6.4498,0.9075,7.3573,-19671.9815473263,-19682.5510926494,1.799049601548,-19670.1824977248,0.42462,-9.2114,10.2856,19.497,230.35
dimer_006929,-19928.5972852045,-19937.5172760038,1.906496535588,-19926.6907886689,4.29363,-6.3637,0.5721,6.9358,-19671.9948885315,-19682.581740305,1.826101542744,-19670.1687869888,4.61649,-9.6404,10.4037,20.0441,230.35
dimer_006930,-21011.3249611446,-21019.5716855803,1.883535284154,-21009.4414258604,2.046,-7.0423,0.5121,7.5544,-20746.1292487062,-20755.7913458131,1.890455687402,-20744.2387930188,2.49021,-10.5597,9.5606,20.1203,232.32
dimer_006931,-21010.9993922541,-21019.2449493207,1.892219802464,-21009.1071724516,3.37066,-6.7593,0.6243,7.3836,-20745.7357152625,-20755.4456587182,1.85438752093,-20743.8813277416,3.91926,-9.9332,10.6176,20.5508,232.32
dimer_006932,-17099.1666255163,-17109.9329032749,1.970823468846,-17097.1958020475,0.20239,-7.0338,0.7477,7.7815,-16870.2651719976,-16883.1253754217,1.90383063473,-16868.3613413629,0.32883,-10.2929,11.0911,21.384,224.43
dimer_006933,-19055.3179463984,-19064.8328350014,1.913299929816,-19053.4046464686,3.30213,-6.3816,0.4941,6.8757,-18808.0926670103,-18819.3675671962,1.881874572412,-18806.2107924379,3.71283,-9.7945,10.6542,20.4487,228.38
dimer_006935,-17972.279880903,-17982.4315388515,1.92347454439,-17970.3564063586,1.18553,-5.9871,0.7536,6.7407,-17734.0991971245,-17746.1250318124,1.910760834082,-17732.1884362904,2.49882,-9.0075,10.7162,19.7237,226.41
dimer_006936,-19054.6970783066,-19064.1708608246,1.92352080377,-19052.7735575029,1.47177,-6.6176,0.8039,7.4215,-18808.1439926088,-18819.3583808997,1.900616424162,-18806.2433761846,2.50827,-9.9097,10.8455,20.7552,228.38
dimer_006937,-21010.7456864941,-21018.9789636001,1.864030696862,-21008.8816557972,1.97726,-6.2563,0.4851,6.7414,-20746.1119844335,-20755.7990044616,1.843597928716,-20744.2683862327,3.14332,-9.3474,10.2691,19.6165,232.32
dimer_006938,-19054.4161529832,-19063.9041156338,1.937366236204,-19052.4787870191,2.33792,-6.6571,0.7363,7.3934,-18807.8326253479,-18819.0861107063,1.889293216394,-18805.9433318594,2.70359,-10.3041,10.8099,21.114,228.38
dimer_006940,-19928.0732167701,-19937.0003598139,1.88413774455,-19926.1890790256,2.06643,-6.3281,0.7657,7.0938,-19671.9149844323,-19682.3900925917,1.890870933366,-19670.024113499,1.61062,-9.3631,10.4025,19.7656,230.35
dimer_006942,-18927.5500691886,-18934.6798666086,1.729973190534,-18925.820095998,2.44703,-6.5604,-0.8172,5.7432,-18686.153322562,-18694.6609417375,1.670909486264,-18684.4824128036,2.1794,-10.0201,5.5616,15.5817,220.31
dimer_006949,-18927.9558140202,-18935.1214317108,1.72786267435,-18926.2279513458,0.93381,-6.4307,-1.4088,5.0219,-18686.3859487389,-18694.9512245172,1.641806893964,-18684.7441418449,2.56335,-10.012,4.1447,14.1567,220.31
dimer_006952,-18993.0054221971,-19001.4664459318,1.730427620914,-18991.2749948483,2.30242,-6.3446,-0.7003,5.6443,-18749.7853710876,-18759.8664712364,1.688526418738,-18748.0968446688,0.46663,-9.7865,5.6942,15.4807,224.34
dimer_006953,-19868.0182839208,-19875.9018129027,1.728072746358,-19866.2902111744,3.83635,-6.394,0.6271,7.0211,-19615.3655555621,-19624.6818999946,1.703079075458,-19613.6624764866,4.68969,-9.6516,6.6637,16.3153,226.32
dimer_006954,-19866.4350120136,-19874.3127446952,1.715055084712,-19864.7199569289,3.44088,-6.8137,0.5817,7.3954,-19613.8592568142,-19623.1428939602,1.696362485596,-19612.1628943286,3.69071,-9.9974,6.7294,16.7268,226.32
dimer_006955,-20949.9213896778,-20957.130795137,1.721539017104,-20948.1998506607,7.87367,-7.0212,-0.2993,6.7219,-20688.8811875495,-20697.3742869941,1.70194789756,-20687.1792396519,5.90975,-10.6168,5.6624,16.2792,228.29
dimer_006957,-20948.7120911158,-20955.8389273912,1.726440062358,-20946.9856510534,2.73678,-6.582,-1.0801,5.5019,-20687.7268391444,-20696.1421659587,1.701854834572,-20686.0249843098,1.40588,-10.0281,5.1308,15.1589,228.29
dimer_006960,-20949.0371302003,-20956.1681453305,1.751180939352,-20947.2859492609,4.76704,-6.701,-1.2347,5.4663,-20687.4852674919,-20695.9553931678,1.693996998594,-20685.7912702212,3.73953,-9.7768,5.1329,14.9097,228.29
dimer_006966,-17035.661163063,-17045.3481403692,1.785069744798,-17033.8760933182,0.31888,-6.2063,0.6029,6.8092,-16810.2799261831,-16821.8645301969,1.729920672532,-16808.5500055105,0.45247,-8.9973,7.0884,16.0857,220.40
dimer_006967,-18991.870231706,-19000.2279155233,1.800121730708,-18990.0701099753,3.29172,-6.2896,0.3696,6.6592,-18748.1548593736,-18758.1308421564,1.727244159228,-18746.4276149423,3.6245,-9.2366,6.7435,15.9801,224.34
dimer_006968,-18991.6030568472,-18999.9177327747,1.81771063544,-18989.7853462118,2.22643,-6.1179,0.3029,6.4208,-18748.423787735,-18758.3008219761,1.784119794824,-18746.6396679402,3.1003,-9.2629,6.5926,15.8555,224.34
dimer_006969,-18991.2626503967,-18999.6958708834,1.743340246556,-18989.5193101501,2.50955,-6.8314,-0.1788,6.6526,-18747.7518555464,-18757.845386407,1.64397945214,-18746.1078760942,3.90855,-9.454,6.3161,15.7701,224.34
dimer_006970,-20947.6341939553,-20954.8584269063,1.66149543032,-20945.972698525,3.60767,-6.672,-0.5074,6.1646,-20685.6787206054,-20694.1798996589,1.625773120742,-20684.0529474846,4.32508,-9.6346,6.0272,15.6618,228.29
dimer_006971,-17035.2610996996,-17044.9606263593,1.77129478989,-17033.4898049097,0.31289,-6.4766,0.2198,6.6964,-16809.7753658735,-16821.3834873399,1.70800651577,-16808.0673596299,0.44376,-9.4981,6.9576,16.4557,220.40
dimer_006972,-18991.4210776165,-18999.8397810935,1.745731856502,-18989.6753460321,3.01428,-6.4139,0.1595,6.5734,-18747.8212231194,-18757.8699264639,1.673400145706,-18746.1478229737,3.33315,-9.3078,6.6785,15.9863,224.34
dimer_006973,-19866.2432573595,-19874.0428935952,1.74080441619,-19864.5024529433,3.40084,-6.7199,0.2748,6.9947,-19613.8351279215,-19623.0640364115,1.688953637718,-19612.1461742838,2.72146,-9.6252,6.6744,16.2996,226.32
dimer_006974,-18991.3205943518,-18999.7058389635,1.78453041485,-18989.536063937,1.95403,-6.7879,-0.0195,6.7684,-18747.6358955258,-18757.6380720023,1.70284043148,-18745.9330553665,3.15109,-9.925,6.5072,16.4322,224.34
dimer_006975,-20947.4862676147,-20954.6387462809,1.721196697692,-20945.765070917,1.893,-6.8244,-0.2374,6.587,-20685.6912468292,-20694.1197899484,1.68588092643,-20684.0053661748,5.14003,-9.7622,6.2517,16.0139,228.29
dimer_006976,-17035.3376184285,-17044.9987672181,1.797912437142,-17033.5397059914,0.48491,-6.5169,0.3445,6.8614,-16809.8057909399,-16821.4026536895,1.717914730738,-16808.0878762091,0.53723,-9.4378,7.0146,16.4524,220.40
dimer_006977,-18991.6173262333,-19000.0682055581,1.727637091844,-18989.8896894136,2.66352,-6.5135,0.0881,6.6016,-18747.8480524713,-18757.8910068633,1.683169854648,-18746.1648828888,3.09198,-9.3918,6.5526,15.9444,224.34
dimer_006978,-19866.1551544655,-19873.953675578,1.741726066308,-19864.4134286713,4.21789,-6.5962,0.0068,6.603,-19613.7869936761,-19623.0021791849,1.708032910828,-19612.0789607653,3.75092,-9.5412,6.2673,15.8085,226.32
dimer_006979,-19056.8365757201,-19066.5804436282,1.780248428946,-19055.056327019,3.12024,-6.7548,0.2576,7.0124,-18811.1567569104,-18822.7086691484,1.752386404372,-18809.4043705061,3.12382,-10.7883,12.8535,23.6418,228.38
dimer_006980,-21012.1763457134,-21020.5369800628,1.81996237879,-21010.3563833346,3.52971,-6.6863,0.3032,6.9895,-20749.077724987,-20759.0132716293,1.734530011578,-20747.3431952475,3.57123,-10.3481,11.9541,22.3022,232.32
dimer_006981,-21012.4276391828,-21020.7826785962,1.817762881328,-21010.6098763015,3.06306,-6.7005,0.5637,7.2642,-20749.281688852,-20759.1421497178,1.792426074674,-20747.4892625052,0.59575,-10.1437,11.5719,21.7156,232.32
dimer_006982,-21013.0556489065,-21021.4860638979,1.774402059656,-21011.2812468468,2.94959,-6.8297,0.258,7.0877,-20749.2782474262,-20759.2694800218,1.708728162098,-20747.5695192641,2.8293,-10.0604,11.8088,21.8692,232.32
dimer_006983,-22968.5771834326,-22975.7364380094,1.729119024688,-22966.8480644079,1.81545,-6.8705,0.4781,7.3486,-22687.0469538419,-22695.4070760728,1.709226130718,-22685.3377277112,3.20386,-9.9852,11.3099,21.2951,236.26
dimer_006984,-17100.6716763494,-17111.6477986287,1.831365860188,-17098.8403107613,0.17633,-7.9881,0.5426,8.5307,-16873.3896940633,-16886.5384558807,1.765233178426,-16871.6244608849,0.12502,-11.4416,13.7625,25.2041,224.43
dimer_006985,-19056.858977233,-19066.5415960893,1.818459221054,-19055.0405182841,3.14798,-7.0397,0.4357,7.4754,-18811.4119851483,-18823.0061781874,1.723195647136,-18809.6887895011,2.80744,-9.9665,12.3285,22.295,228.38
dimer_006986,-19056.6352467349,-19066.331501768,1.78713454583,-19054.8481124612,2.09179,-6.642,0.6207,7.2627,-18811.5602018345,-18823.0363904606,1.783341548784,-18809.7768602857,3.45984,-10.2743,12.0914,22.3657,228.38
dimer_006987,-19056.2744924158,-19065.9668913213,1.804022757012,-19054.4704696587,2.14047,-6.5557,0.5683,7.124,-18811.337427545,-18822.8201447302,1.798291491944,-18809.539136053,4.33637,-10.0637,12.042,22.1057,228.38
dimer_006988,-21012.3199829931,-21020.7155009967,1.789727248022,-21010.5302557451,2.92039,-6.6993,0.3686,7.0679,-20749.12114649,-20759.0478129642,1.73925200582,-20747.3818944842,3.55557,-10.2366,11.6522,21.8888,232.32
dimer_006989,-19056.5423317769,-19066.2036098207,1.82209167084,-19054.720239834,1.65875,-6.5153,0.6792,7.1945,-18811.4654038476,-18822.9858344005,1.749606215634,-18809.715797632,2.10054,-9.9774,12.2201,22.1975,228.38
dimer_006990,-21012.6874114523,-21021.1270233527,1.748538712412,-21010.9388727399,4.14143,-6.6074,0.3222,6.9296,-20749.4170421652,-20759.3706653406,1.724146141338,-20747.692896296,5.22145,-10.0386,11.1239,21.1625,232.32
dimer_006991,-21012.5338839172,-21020.9193315259,1.781105043818,-21010.7527786012,2.73136,-6.7261,0.5734,7.2995,-20749.9203455802,-20759.782229058,1.763334639048,-20748.157010669,2.46595,-10.3492,11.2993,21.6485,232.32
dimer_006992,-20947.6006471971,-20954.6330539281,1.783573389912,-20945.8170738072,3.92368,-6.6201,-1.0481,5.572,-20685.7720821024,-20694.1238950602,1.744889663672,-20684.0271921667,5.76991,-9.7867,4.8687,14.6554,228.29
dimer_006994,-18991.5505385731,-18999.7938907001,1.859275232598,-18989.6912636126,6.50228,-6.2961,-0.9208,5.3753,-18747.776404583,-18757.7036035842,1.7609993567,-18746.0154052263,5.55595,-9.714,5.3986,15.1126,224.34
dimer_006995,-20947.7865712646,-20954.8795663545,1.728770990882,-20946.0578005458,5.13656,-6.5382,-1.2974,5.2408,-20685.7716733872,-20694.1607681399,1.713430292018,-20684.0582430952,3.84677,-9.3036,5.1217,14.4253,228.29
dimer_006996,-19866.7076144582,-19874.420098022,1.8096397342,-19864.897974724,6.11369,-6.4753,0.3656,6.8409,-19613.4993422388,-19622.6674925706,1.769762515956,-19611.7295797228,6.71789,-9.6941,6.5614,16.2555,226.32
dimer_006998,-19865.5121809208,-19873.2206570617,1.808134399552,-19863.7040465213,6.06749,-6.9419,0.2058,7.1477,-19612.0553009972,-19621.1921832535,1.760496762142,-19610.294804235,4.37155,-9.9933,6.5297,16.523,226.32
dimer_007000,-20949.1643747884,-20956.2028423145,1.818107377652,-20947.3462671386,9.43387,-6.9913,-0.3825,6.6088,-20687.2064932296,-20695.5904929197,1.74197586696,-20685.4645173626,7.98325,-10.4372,5.3912,15.8284,228.29
dimer_007003,-19864.4917599516,-19872.1483395988,1.796990787024,-19862.6947691646,2.88447,-6.111,-0.8248,5.2862,-19611.7890951364,-19620.8694438043,1.789570238244,-19609.9995248981,5.01851,-9.0431,5.1591,14.2022,226.32
